Id,SalePrice
1461,117706.224572253
1462,110072.2669016681
1463,172769.60412764578
1464,199392.4081409056
1465,198000.58403494622
1466,182086.45503688318
1467,198388.13949148502
1468,171825.12883315067
1469,206627.24253140477
1470,114760.12927005236
1471,205833.7882913503
1472,115245.56163396436
1473,91317.7750372992
1474,154023.47522975242
1475,114471.22886163142
1476,318468.5985906487
1477,251790.57433246187
1478,296516.42009326577
1479,276002.83706813114
1480,407913.71423946315
1481,296431.2104485584
1482,215353.23102401447
1483,172733.27505957294
1484,173031.02714315284
1485,199946.82386004744
1486,209254.92577003705
1487,294899.7862937783
1488,264794.80409210146
1489,182691.93304840784
1490,229969.86476985336
1491,211928.33293786336
1492,88759.74265497754
1493,223937.69799729012
1494,301757.913594932
1495,284921.59953276155
1496,223223.32589531358
1497,169172.60767678398
1498,157839.4565027387
1499,165234.381490922
1500,154615.68367563334
1501,197285.1262820189
1502,142105.94944516447
1503,288486.6810840759
1504,249652.69597057643
1505,224382.43914161547
1506,206620.65604986827
1507,250133.37404912285
1508,212148.60603575286
1509,156145.60290169407
1510,146720.26177418366
1511,146171.79486859107
1512,191458.5303524286
1513,170328.81963041896
1514,123631.9963345009
1515,222017.1914707934
1516,175040.2839105536
1517,166429.18866946263
1518,113316.66231841379
1519,246568.85465050064
1520,124884.59400411887
1521,117179.59809300286
1522,205403.21640333923
1523,78217.61197140516
1524,111558.82073947106
1525,94708.1793831953
1526,81102.8923328339
1527,91861.38365105033
1528,153098.51422501885
1529,130906.23923220049
1530,238091.13200557668
1531,150096.05995553144
1532,91982.00794804463
1533,155704.59948231274
1534,129272.45050808281
1535,151597.74802646757
1536,96446.04200665624
1537,30968.306723998685
1538,189181.2072527288
1539,234649.54687401437
1540,72592.75390257017
1541,158300.05827307847
1542,138242.15661380236
1543,195369.45181252708
1544,74405.02929805225
1545,135256.77274393296
1546,143569.12480781792
1547,144112.3642726867
1548,139680.5958524992
1549,126226.34391304472
1550,132604.9847759662
1551,134842.21582923975
1552,134906.48690117797
1553,138971.8797915475
1554,126865.31471759483
1555,163789.9168963447
1556,74930.95512728166
1557,63782.60412788467
1558,92545.845174896
1559,41990.749377161555
1560,126056.35522675101
1561,90091.7344779942
1562,115824.03264448949
1563,112307.14692021807
1564,151696.97801887122
1565,137510.9955889979
1566,250931.94774589752
1567,59727.23948025558
1568,228096.91604498093
1569,88385.60200322844
1570,142235.42982830276
1571,110979.30736313219
1572,136170.06975899386
1573,255423.19496228866
1574,118287.82912748394
1575,245905.5064960727
1576,264092.208578604
1577,199110.1088219373
1578,151489.28981412255
1579,130730.4049264135
1580,211536.8797344488
1581,141188.70195885055
1582,123625.58751023427
