Id,SalePrice
1461,126043.52793448987
1462,151764.20967915142
1463,178735.7109467353
1464,184514.8118486906
1465,194394.50947135707
1466,183484.2009953002
1467,168119.5703709898
1468,175606.6335254649
1469,179772.28628003589
1470,121311.48490934166
1471,200883.48671023073
1472,93803.18624875604
1473,96990.53850773307
1474,151669.5832940968
1475,127601.18896302553
1476,367783.8901734291
1477,248712.46937523092
1478,300590.3895231341
1479,259633.8520525654
1480,463867.252581921
1481,305248.3237411274
1482,205592.95423528578
1483,181065.63575822194
1484,171270.65738914625
1485,171762.026647078
1486,197154.78904075178
1487,313131.0010561217
1488,230716.4236486972
1489,207773.94722913663
1490,203103.661023999
1491,190726.39557501607
1492,97113.86512416658
1493,175505.58949729116
1494,295699.55193951336
1495,289113.0879775369
1496,227999.85275106184
1497,188387.11934023158
1498,152605.0167825458
1499,151852.14381838543
1500,157633.17519135994
1501,173155.11109533228
1502,156428.00596273152
1503,270789.72127597325
1504,227922.4629676192
1505,215245.54750274803
1506,180107.26410782422
1507,231112.8945295477
1508,193485.1711725719
1509,162461.48636695003
1510,150619.3642727465
1511,150634.31738646585
1512,168931.31682374093
1513,145064.0644152471
1514,151075.39750784155
1515,181147.86612221436
1516,158810.29165625182
1517,149307.9952619788
1518,129745.10814875648
1519,223047.40193283386
1520,137999.42686292002
1521,143171.72129313002
1522,161131.04151817973
1523,114886.19820492063
1524,122141.52645543017
1525,124921.70895707695
1526,126857.87097501529
1527,102209.07015083724
1528,125290.99602679236
1529,143338.15499477639
1530,163745.67744061185
1531,125651.38190899992
1532,106065.35121010031
1533,142529.66538611287
1534,116368.1089856311
1535,149166.3725112523
1536,119139.74462936936
1537,79717.69423523673
1538,155671.8763657038
1539,200844.27592264453
1540,114351.85688103526
1541,145712.14607253822
1542,138095.12382096564
1543,192981.48875372508
1544,80825.59079285474
1545,101796.28481535944
1546,122070.22668629816
1547,133877.7361333153
1548,129644.62006383654
1549,112494.1885205664
1550,139642.4363048136
1551,117157.5455726766
1552,137345.0385084333
1553,142151.94470489334
1554,111732.5277237763
1555,163657.81910781254
1556,93496.9265978805
1557,116687.50744873597
1558,88538.81700599527
1559,107467.09541171472
1560,142563.27296013062
1561,136630.82667136917
1562,125770.49253996566
1563,123608.08157915455
1564,157926.219091163
1565,154386.43606701313
1566,222670.01145497774
1567,80137.31613067504
1568,216992.79702965426
1569,142295.03424335652
1570,129404.08154896676
1571,127895.66894117414
1572,143484.66305702584
1573,235687.78675948948
1574,119932.2552733696
1575,212361.45441010548
1576,221788.12394534936
1577,205058.70872362048
1578,148378.76304908804
1579,141874.83920321512
1580,189132.5892356591
1581,136812.18121671907
1582,127399.9830374708
1583,317382.7205780085
1584,237717.1802041534
1585,140159.6678884586
1586,72066.91100510301
1587,104323.85815146644
1588,146502.19104825248
1589,98724.01029710738
1590,132747.67384287706
1591,105138.51512690725
1592,119559.10664712751
1593,119687.92384706868
1594,128055.51277005339
1595,121195.52886810465
1596,225206.00348048238
1597,163683.96855091408
1598,187597.79782339922
1599,176970.06846835028
1600,181688.89330802034
1601,76907.00046862426
1602,111703.41511093848
1603,92824.25480052349
1604,281109.8196652807
1605,248564.33883015043
1606,167753.56609794564
1607,159751.52859241277
1608,214190.27241991038
1609,199384.72854048284
1610,162812.50267077328
1611,148172.52167121504
1612,171724.72285236092
1613,164496.36010401847
1614,120826.8625886879
1615,86135.4176567038
1616,82489.9886290855
1617,86594.98251535116
1618,125559.18805141708
1619,132813.65663215975
1620,154785.4651858579
1621,139898.39553448427
1622,147499.29294951755
1623,275602.010113762
1624,215803.92121881022
1625,128536.0713436589
1626,172450.27113965846
1627,184943.03561456746
1628,274838.7011804288
1629,176571.02373103323
1630,324148.06078944495
1631,210724.86152366205
1632,244923.0014231448
1633,169548.7903007491
1634,183888.1542904447
1635,179808.85206926096
1636,161579.48185397047
1637,176835.2965223838
1638,207306.02157665417
1639,179876.43477425078
1640,245509.01391116687
1641,179528.1160392118
1642,222957.2189535907
1643,224677.8166660915
1644,223059.39092004448
1645,182344.25334955606
1646,155033.53444088044
1647,161636.17316941288
1648,139560.30175397376
1649,137106.67438320233
1650,121584.27720346066
1651,120044.28103959597
1652,92496.60240943427
1653,96441.77986732172
1654,155085.9167746277
1655,146637.05683210096
1656,149366.6346264091
1657,152750.33701872817
1658,154339.25882445692
1659,133470.36633751143
1660,148282.64819508273
1661,438704.1878193905
1662,361546.69347500114
1663,361624.3824622664
1664,425573.3428498578
1665,304038.47235547536
1666,323683.56432165875
1667,344038.04767883656
1668,324385.6055155986
1669,295583.27223638265
1670,335475.586493875
1671,259284.88641915782
1672,460290.61436960293
1673,295785.07998810336
1674,249352.02129806916
1675,191658.38489048314
1676,191827.18561371995
1677,212901.0904573061
1678,460071.33641712466
1679,382304.2563036075
1680,313738.2769126211
1681,246645.50591690926
1682,302008.6366667232
1683,189865.85962703076
1684,170952.7784787836
1685,175074.2499191144
1686,170891.63973951788
1687,167610.01108299737
1688,187970.8709127576
1689,188338.42228882693
1690,184139.74183461818
1691,174438.89188608035
1692,262935.561656744
1693,169392.45088999177
1694,183213.3221578826
