Id,SalePrice
1461,113606.97451132332
1462,140449.60565689325
1463,170285.84486621566
1464,196339.6290188573
1465,185693.92488937313
1466,168111.82746228558
1467,184060.87665150597
1468,163614.2778698538
1469,184703.1234432574
1470,117418.62574364358
1471,190735.35981577268
1472,102965.26087414056
1473,97923.24349571722
1474,150547.353198146
1475,117036.6902175832
1476,326627.7108312077
1477,236905.3898119548
1478,282280.28792105574
1479,277350.61776260694
1480,470684.00067677116
1481,308690.4926109274
1482,211105.971681923
1483,170034.05038627613
1484,172269.03101366863
1485,197877.3079162333
1486,195243.49096290613
1487,318193.78737031424
1488,232910.9956759988
1489,176996.30635332386
1490,219595.0187127457
1491,193491.17571086212
1492,89220.53672296712
1493,203645.49852993616
1494,284147.7107036561
1495,272985.974323192
1496,223054.85884674208
1497,167911.36985219546
1498,166509.64242198825
1499,165572.44718359003
1500,157566.64152073138
1501,168274.2350198586
1502,157231.44336659263
1503,269145.789633709
1504,240997.9396777987
1505,218374.86151672728
1506,189782.01111106854
1507,239487.05283253288
1508,194017.3963070114
1509,155072.0738695349
1510,141586.88186028512
1511,145073.89766990085
1512,171135.0589268957
1513,142234.75386029255
1514,149446.26029769905
1515,188261.10276746735
1516,147631.49554662174
1517,162247.7669006691
1518,128007.59797061977
1519,214862.69298016233
1520,125111.75881839365
1521,122512.55035104127
1522,175564.04368920912
1523,102819.99748259148
1524,114056.7906551449
1525,112986.9632404215
1526,104051.38505105372
1527,107554.90702790182
1528,137451.99555083754
1529,141222.63756728667
1530,204755.84535428256
1531,119919.68998798818
1532,101833.17844349361
1533,144263.87188555134
1534,122827.89296211587
1535,134174.6699890448
1536,106152.53372423371
1537,66225.42575763026
1538,149021.27988407115
1539,184325.6956915307
1540,90675.40974642035
1541,133699.0011912692
1542,125863.357863518
1543,170025.99085332875
1544,90357.26854321273
1545,113735.03197222255
1546,137646.97739316366
1547,129774.96839467903
1548,127874.14864044338
1549,119485.10079440633
1550,128568.08572183801
1551,108702.36236572414
1552,135202.91048658168
1553,137803.25537709656
1554,119562.58902740754
1555,148273.69737517624
1556,90245.57615368029
1557,92489.62067010818
1558,105789.45512969512
1559,78437.65199114155
1560,125858.97444010901
1561,113865.03085410202
1562,133246.75392084286
1563,115505.07895329822
1564,154500.74301597977
1565,144176.1820067686
1566,229393.85500358974
1567,80456.86823878998
1568,230733.16418939698
1569,123912.41748387489
1570,144272.10600585362
1571,115095.22801681963
1572,137053.70378937587
1573,217407.37258429953
1574,115243.77993171859
1575,220136.27193680132
1576,258619.9627677737
1577,182712.3792132688
1578,143099.1365346796
1579,132108.4874856571
1580,193640.64916839835
1581,158280.2680865086
1582,124540.92764885539
1583,294194.7688297284
1584,222363.51487763214
1585,139172.4748013613
1586,76338.31598148977
1587,104889.17633142836
1588,146275.4741459767
1589,97220.23587525908
1590,131186.27269985582
1591,91378.11012900822
1592,117680.63586368201
1593,131436.0562901049
1594,126256.5936414074
1595,100153.63022083222
1596,208609.0941610675
